Airline,Airline ID,Source airport,Source airport ID,Destination airport,Destination airport ID,Codeshare,Stops,Equipment,Distance
AF,137,TBS,3973,CDG,1382,Y,0,735,3366.279145130251
AF,137,TLH,3698,ATL,3682,Y,0,319 M88 CRJ 717,360.3684525064865
AF,137,TLN,1438,ORY,1386,,0,CRK 319 321 320,689.9105179171728
AF,137,TLS,1273,AJA,1324,Y,0,320,635.8294201155212
AF,137,TLS,1273,AMS,580,Y,0,E90,997.4661996251601
AF,137,TLS,1273,ATH,3941,,0,320,1996.3810737331037
AF,137,TLS,1273,CDG,1382,,0,320 319 321,605.5086585177058
AF,137,TLS,1273,CMN,1074,,0,319 320,1379.8265417638327
AF,137,TLS,1273,FCO,1555,,0,319 320,910.7317616315759
AF,137,TLS,1273,HAM,342,,0,319,1277.9189842634805
AF,137,TLS,1273,LYS,1335,,0,319 320 CRK,375.0713844623203
AF,137,TLS,1273,MLA,1606,,0,320 319,1412.6991020550167
AF,137,TLS,1273,ORY,1386,,0,320 319 321,571.8099541666345
AF,137,TLS,1273,RAK,1075,,0,319 320,1570.0146953799003
AF,137,TLS,1273,SVQ,1253,,0,319,922.9493682623523
AF,137,TLS,1273,SXB,1435,,0,319 320,728.4827268861618
AF,137,TLS,1273,VCE,1551,,0,319 320,894.3214110994777
AF,137,TLV,1590,CDG,1382,,0,320,3284.224308006819
AF,137,TLV,1590,MRS,1353,,0,320,2881.1284921227275
AF,137,TLV,1590,NCE,1354,,0,320,2735.2030319497135
AF,137,TNR,918,CDG,1382,,0,772,8748.292769750607
AF,137,TPA,3646,ATL,3682,Y,0,757 739,654.9517565882102
AF,137,TPE,2276,AMS,580,Y,0,777,9442.514489805228
AF,137,TPE,2276,MNL,2397,Y,0,777,1175.4407491065485
AF,137,TRI,4116,ATL,3682,Y,0,CRJ,365.2841720450775
AF,137,TRN,1526,CDG,1382,,0,E90 AR8 E70,573.0031024817332
AF,137,TUL,3855,ATL,3682,Y,0,CR7 CR9,1082.2625901967942
AF,137,TUN,287,CDG,1382,,0,321 319 320,1487.9143038525501
AF,137,TUN,287,MRS,1353,,0,319 320,846.7827867526153
AF,137,TUS,3636,ATL,3682,Y,0,M90,2474.957103954283
AF,137,TXL,351,CDG,1382,,0,321 319 320 318,850.4976139039999
AF,137,TXL,351,MRS,1353,,0,320 319,1176.7685513854447
AF,137,TYS,3676,ATL,3682,Y,0,CRJ 717 CR7 CR9,245.0036876563786
AF,137,UIO,2688,GYE,2673,Y,0,772 777,282.2165067306618
AF,137,VCE,1551,CDG,1382,,0,318 320 319 32A,835.3422094211766
AF,137,VCE,1551,LYS,1335,,0,ER4 CRK,565.8395778993355
AF,137,VCE,1551,MRS,1353,,0,320 319,610.3704961212043
AF,137,VCE,1551,NCE,1354,,0,320,455.54635691795426
AF,137,VCE,1551,TLS,1273,,0,319 320,894.3214110994777
AF,137,VGO,1250,CDG,1382,,0,E70,1148.548813081645
AF,137,VIE,1613,CDG,1382,,0,320 318 319 32A 321,1035.091278458142
AF,137,VIE,1613,LYS,1335,Y,0,DH4 F70,910.960022294425
AF,137,VLC,1246,CDG,1382,Y,0,738,1085.9033493587308
AF,137,VLD,5776,ATL,3682,Y,0,CRJ,335.3424559363311
AF,137,VPS,3873,ATL,3682,Y,0,717 319 M88,402.4893360682303
AF,137,VRN,1550,CDG,1382,,0,E70,746.7293565848418
AF,137,WAW,679,CDG,1382,,0,321 318 319 320,1342.4931134546455
AF,137,WUH,3376,CAN,3370,Y,0,738,826.7857025002767
AF,137,WUH,3376,CDG,1382,,0,332,8865.00308093218
AF,137,WUH,3376,ENH,6358,Y,0,738,455.15430588027186
AF,137,XNA,4356,ATL,3682,Y,0,CRJ CR9 CR7,946.5495678285238
AF,137,YUL,146,ATL,3682,Y,0,CR9,1600.2995493459127
AF,137,YUL,146,CDG,1382,,0,744 343,5523.4813014630845
AF,137,YYZ,193,ATL,3682,Y,0,CR7,1191.0770519839973
AF,137,YYZ,193,CDG,1382,,0,772,6019.848937498426
AF,137,ZAG,1208,CDG,1382,,0,AR8,1079.1129219449058
AF,137,ZRH,1678,CDG,1382,,0,318,476.3092237878406
AF,137,ZSE,917,MRU,893,Y,0,AT7,254.69890088042735
AH,794,AAE,220,ALG,210,,0,738 ATR 736,409.4682971931816
AH,794,AAE,220,CDG,1382,,0,738,1420.677873976152
AH,794,AAE,220,IST,1701,,0,738,1870.4761838086101
AH,794,AAE,220,LYS,1335,,0,738,1015.7468212658309
AH,794,AAE,220,MRS,1353,,0,738,767.8595181411811
AH,794,AAE,220,ORN,231,,0,ATR,767.6107412902112
AH,794,AAE,220,ORY,1386,,0,736,1394.6565814511102
AH,794,ABJ,253,ALG,210,,0,738,3569.7818442532075
AH,794,ALC,1212,ALG,210,,0,736,376.998351747462
AH,794,ALC,1212,ORN,231,,0,736 ATR,295.6423317476063
AH,794,ALG,210,AAE,220,,0,ATR 736 738,409.4682971931816
AH,794,ALG,210,ABJ,253,,0,738,3569.7818442532075
AH,794,ALG,210,ALC,1212,,0,736,376.998351747462
AH,794,ALG,210,AMM,2170,,0,736,3049.160395202916
AH,794,ALG,210,AZR,234,,0,ATR 738,1034.8923426137858
AH,794,ALG,210,BCN,1218,,0,736 738,521.4996972548951
AH,794,ALG,210,BEY,2177,,0,736,2933.84911546228
AH,794,ALG,210,BJA,209,,0,738 ATR,165.3465266662401
AH,794,ALG,210,BKO,1044,,0,738,2908.2552644653474
AH,794,ALG,210,BLJ,5552,,0,ATR 738,296.4464501553763
AH,794,ALG,210,BOD,1264,,0,736,963.1794940682605
AH,794,ALG,210,BRU,302,,0,736,1583.340228534434
AH,794,ALG,210,BSK,235,,0,ATR 738,310.410347108118
AH,794,ALG,210,CAI,1128,,0,736,2705.7295288195314
AH,794,ALG,210,CDG,1382,,0,330 736 738,1371.1796814652769
AH,794,ALG,210,CMN,1074,,0,767,1050.2083369560441
AH,794,ALG,210,CZL,221,,0,ATR 736 738 767,307.8786176035462
AH,794,ALG,210,DJG,211,,0,738,1501.5937149537622
AH,794,ALG,210,DKR,1084,,0,738,3187.750894252946
AH,794,ALG,210,DXB,2188,,0,330,5068.248062705952
AH,794,ALG,210,EBH,\N,,0,ATR,
AH,794,ALG,210,ELU,5555,,0,ATR,479.47079060565716
AH,794,ALG,210,ETZ,1320,,0,736,1388.6391198405222
AH,794,ALG,210,FCO,1555,,0,736,961.6998124682069
AH,794,ALG,210,FRA,340,,0,736,1544.4412750834542
AH,794,ALG,210,GHA,237,,0,ATR,481.8267168315729
AH,794,ALG,210,GVA,1665,,0,736,1088.4148495704126
AH,794,ALG,210,HME,238,,0,736,619.3688353603064
AH,794,ALG,210,HRM,224,,0,ATR,418.2517631475403
AH,794,ALG,210,INZ,239,,0,ATR,1051.7649615813093
AH,794,ALG,210,IST,1701,,0,736,2259.300870634546
AH,794,ALG,210,LHR,507,,0,736,1668.9077526397955
AH,794,ALG,210,LIL,1399,,0,736,1542.5667814556948
AH,794,ALG,210,LIS,1638,,0,736,1109.7944067421445
AH,794,ALG,210,LYS,1335,,0,736 738,1016.5655339802123
AH,794,ALG,210,MAD,1229,,0,736,723.4309440134982
AH,794,ALG,210,MRS,1353,,0,736,769.4774346760329
AH,794,ALG,210,MUW,233,,0,ATR,321.667201905687
AH,794,ALG,210,MXP,1524,,0,736,1095.2591853972644
AH,794,ALG,210,MZW,\N,,0,ATR,
AH,794,ALG,210,NCE,1354,,0,736 738,845.7408232114421
AH,794,ALG,210,NIM,280,,0,738,2582.822093537204
AH,794,ALG,210,OGX,243,,0,ATR,567.8487996780619
AH,794,ALG,210,ORN,231,,0,ATR 738,364.2755211501224
AH,794,ALG,210,ORY,1386,,0,736 330,1339.6538722895534
AH,794,ALG,210,OUA,246,,0,736,2747.1522102345525
AH,794,ALG,210,PEK,3364,,0,330,9104.07413172998
AH,794,ALG,210,PMI,3998,,0,738,320.8141530321595
AH,794,ALG,210,QSF,6492,,0,ATR 738,197.10491551899383
AH,794,ALG,210,SVO,2985,,0,736,3332.1095203603377
AH,794,ALG,210,TEE,222,,0,ATR,462.5690329182854
AH,794,ALG,210,TGR,240,,0,ATR,480.57041793702183
AH,794,ALG,210,TID,225,,0,ATR,217.63374362219608
AH,794,ALG,210,TIP,1157,,0,738,1012.8364291977203
AH,794,ALG,210,TLM,230,,0,738 ATR,459.77166284004295
AH,794,ALG,210,TLS,1273,,0,736,787.3031805072734
AH,794,ALG,210,TUN,287,,0,736 738,624.6599537487303
AH,794,ALG,210,VIE,1613,,0,736,1672.8017725137454
AH,794,ALG,210,YUL,146,,0,330,6275.402520043681
AH,794,AMM,2170,ALG,210,,0,736,3049.160395202916
AH,794,AZR,234,ALG,210,,0,ATR,1034.8923426137858
AH,794,AZR,234,BMW,5554,,0,ATR,727.3073451956317
AH,794,AZR,234,CZL,221,,0,ATR,1135.8488079754159
AH,794,AZR,234,INZ,239,,0,ATR,273.9145398615905
AH,794,AZR,234,OGX,243,,0,ATR,704.9258386039962
AH,794,AZR,234,ORN,231,,0,ATR,866.7697341552595
AH,794,BCN,1218,ALG,210,,0,736,521.4996972548951
AH,794,BCN,1218,ORN,231,,0,736,673.1009779737425
AH,794,BEY,2177,ALG,210,,0,736,2933.84911546228
AH,794,BJA,209,ALG,210,,0,738 ATR,165.3465266662401
AH,794,BJA,209,LYS,1335,,0,738,1002.2619321150884
AH,794,BJA,209,MRS,1353,,0,738,748.1489736791164
AH,794,BJA,209,ORY,1386,,0,736,1353.3298287133907
AH,794,BKO,1044,ALG,210,,0,738,2908.2552644653474
AH,794,BLJ,5552,ALG,210,,0,ATR 738,296.4464501553763
AH,794,BLJ,5552,LYS,1335,,0,736,1113.7697576144253
AH,794,BLJ,5552,MRS,1353,,0,738,859.811815853602
AH,794,BLJ,5552,ORY,1386,,0,738,1477.6280155899983
AH,794,BMW,5554,AZR,234,,0,ATR,727.3073451956317
AH,794,BOD,1264,ALG,210,,0,736,963.1794940682605
AH,794,BRU,302,ALG,210,,0,736,1583.340228534434
AH,794,BSK,235,ALG,210,,0,ATR 738,310.410347108118
AH,794,BSK,235,LYS,1335,,0,738,1216.877283481666
AH,794,BSK,235,ORY,1386,,0,738,1573.3881437974649
AH,794,CAI,1128,ALG,210,,0,736,2705.7295288195314
AH,794,CBH,5553,ORN,231,,0,ATR,467.9243935969878
AH,794,CDG,1382,AAE,220,,0,738,1420.677873976152
AH,794,CDG,1382,ALG,210,,0,330 738,1371.1796814652769
AH,794,CDG,1382,CZL,221,,0,738,1454.306499009312
AH,794,CDG,1382,ORN,231,,0,330,1511.0754484600022
AH,794,CFK,\N,MRS,1353,,0,736,
AH,794,CMN,1074,ALG,210,,0,736,1050.2083369560441
AH,794,CMN,1074,ORN,231,,0,736,685.9499041250358
AH,794,CZL,221,ALG,210,,0,738 ATR 767 736,307.8786176035462
AH,794,CZL,221,AZR,234,,0,ATR,1135.8488079754159
AH,794,CZL,221,CDG,1382,,0,738,1454.306499009312
AH,794,CZL,221,GHA,237,,0,ATR,504.5459261327537
AH,794,CZL,221,HME,238,,0,ATR,513.7377690642384
AH,794,CZL,221,IST,1701,,0,738,1991.4946691532896
AH,794,CZL,221,LYS,1335,,0,738,1058.59426630725
AH,794,CZL,221,MLH,\N,,0,736,
AH,794,CZL,221,MRS,1353,,0,738,805.384805487991
AH,794,CZL,221,NCE,1354,,0,738 736,822.4458601478235
AH,794,CZL,221,ORN,231,,0,ATR,655.7175547233193
AH,794,CZL,221,ORY,1386,,0,736,1426.4840547426884
AH,794,DJG,211,OGX,243,,0,736,935.5768879757626
AH,794,DJG,211,TMR,216,,0,738,439.8412721667788
AH,794,DKR,1084,ALG,210,,0,738,3187.750894252946
AH,794,DXB,2188,ALG,210,,0,330,5068.248062705952
AH,794,EBH,\N,ALG,210,,0,ATR,
AH,794,ELG,236,OGX,243,,0,ATR,285.1398709295864
AH,794,ELG,236,TMR,216,,0,ATR,900.3403062615942
AH,794,ELU,5555,ALG,210,,0,ATR,479.47079060565716
AH,794,ETZ,1320,ALG,210,,0,736,1388.6391198405222
AH,794,FCO,1555,ALG,210,,0,736,961.6998124682069
AH,794,FRA,340,ALG,210,,0,736,1544.4412750834542
AH,794,GHA,237,ALG,210,,0,ATR,481.8267168315729
AH,794,GHA,237,CZL,221,,0,ATR,504.5459261327537
AH,794,GHA,237,ORN,231,,0,ATR,543.416414356075
AH,794,GHA,237,TMR,216,,0,ATR,1076.8230938857039
AH,794,GVA,1665,ALG,210,,0,736,1088.4148495704126
AH,794,HME,238,ALG,210,,0,736,619.3688353603064
AH,794,HME,238,CZL,221,,0,ATR,513.7377690642384
AH,794,HME,238,HRM,224,,0,ATR,300.38393892979985
AH,794,HME,238,IAM,244,,0,736,525.499501271414
AH,794,HME,238,ORN,231,,0,ATR,764.3525402067509
AH,794,HRM,224,ALG,210,,0,ATR,418.2517631475403
AH,794,HRM,224,HME,238,,0,ATR,300.38393892979985
AH,794,IAM,244,HME,238,,0,736,525.499501271414
AH,794,IAM,244,OGX,243,,0,ATR,592.1238413217186
AH,794,INZ,239,ALG,210,,0,ATR,1051.7649615813093
AH,794,INZ,239,TMR,216,,0,ATR,575.5843950694515
AH,794,IST,1701,AAE,220,,0,738,1870.4761838086101
AH,794,IST,1701,ALG,210,,0,736,2259.300870634546
AH,794,IST,1701,CZL,221,,0,738,1991.4946691532896
AH,794,IST,1701,ORN,231,,0,738,2623.348825186041
AH,794,LHR,507,ALG,210,,0,736,1668.9077526397955
AH,794,LIL,1399,ALG,210,,0,738,1542.5667814556948
AH,794,LIL,1399,ORN,231,,0,736,1687.6963203974058
AH,794,LIS,1638,ALG,210,,0,736,1109.7944067421445
AH,794,LYS,1335,AAE,220,,0,738,1015.7468212658309
AH,794,LYS,1335,ALG,210,,0,736 738,1016.5655339802123
AH,794,LYS,1335,BJA,209,,0,738,1002.2619321150884
AH,794,LYS,1335,BLJ,5552,,0,738,1113.7697576144253
AH,794,LYS,1335,BSK,235,,0,738,1216.877283481666
AH,794,LYS,1335,CZL,221,,0,738,1058.59426630725
AH,794,LYS,1335,ORN,231,,0,736,1221.040740583951
AH,794,LYS,1335,QSF,6492,,0,738,1061.823855764076
AH,794,LYS,1335,TLM,230,,0,736,1311.90351599573
AH,794,MAD,1229,ALG,210,,0,736,723.4309440134982
AH,794,MLH,\N,CZL,221,,0,736,
AH,794,MRS,1353,AAE,220,,0,738,767.8595181411811
AH,794,MRS,1353,ALG,210,,0,736,769.4774346760329
AH,794,MRS,1353,BJA,209,,0,738,748.1489736791164
AH,794,MRS,1353,BLJ,5552,,0,738,859.811815853602
AH,794,MRS,1353,CFK,\N,,0,736,
AH,794,MRS,1353,CZL,221,,0,738,805.384805487991
AH,794,MRS,1353,ORN,231,,0,736 738,1002.5025583526868
AH,794,MRS,1353,QSF,6492,,0,738,807.4532111421314
AH,794,MRS,1353,TLM,230,,0,736,1097.909016304891
AH,794,MUW,233,ALG,210,,0,ATR,321.667201905687
AH,794,MUW,233,TID,225,,0,ATR,120.38240386311303
AH,794,MXP,1524,ALG,210,,0,736,1095.2591853972644
AH,794,MZW,\N,ALG,210,,0,ATR,
AH,794,NCE,1354,ALG,210,,0,736 738,845.7408232114421
AH,794,NCE,1354,CZL,221,,0,738,822.4458601478235
AH,794,NIM,280,ALG,210,,0,738,2582.822093537204
AH,794,OGX,243,ALG,210,,0,ATR 736,567.8487996780619
AH,794,OGX,243,AZR,234,,0,ATR,704.9258386039962
AH,794,OGX,243,ELG,236,,0,ATR,285.1398709295864
AH,794,OGX,243,IAM,244,,0,ATR,592.1238413217186
AH,794,OGX,243,ORN,231,,0,ATR,693.2598621995161
AH,794,ORN,231,AAE,220,,0,ATR,767.6107412902112
AH,794,ORN,231,ALC,1212,,0,736 ATR,295.6423317476063
AH,794,ORN,231,ALG,210,,0,736 ATR 738 767,364.2755211501224
AH,794,ORN,231,AZR,234,,0,ATR,866.7697341552595
AH,794,ORN,231,BCN,1218,,0,736,673.1009779737425
AH,794,ORN,231,CBH,5553,,0,ATR,467.9243935969878
AH,794,ORN,231,CDG,1382,,0,330,1511.0754484600022
AH,794,ORN,231,CMN,1074,,0,767 736,685.9499041250358
AH,794,ORN,231,CZL,221,,0,ATR,655.7175547233193
AH,794,ORN,231,GHA,237,,0,ATR,543.416414356075
AH,794,ORN,231,HME,238,,0,ATR,764.3525402067509
AH,794,ORN,231,IST,1701,,0,738,2623.348825186041
AH,794,ORN,231,LIL,1399,,0,736,1687.6963203974058
AH,794,ORN,231,LYS,1335,,0,736,1221.040740583951
AH,794,ORN,231,MRS,1353,,0,736,1002.5025583526868
AH,794,ORN,231,OGX,243,,0,ATR,693.2598621995161
AH,794,ORN,231,ORY,1386,,0,736,1477.1152470347076
AH,794,ORN,231,TLS,1273,,0,736,906.1464117761855
AH,794,ORY,1386,AAE,220,,0,736,1394.6565814511102
AH,794,ORY,1386,ALG,210,,0,736 330 738,1339.6538722895534
AH,794,ORY,1386,BJA,209,,0,736,1353.3298287133907
AH,794,ORY,1386,BLJ,5552,,0,738,1477.6280155899983
AH,794,ORY,1386,BSK,235,,0,736,1573.3881437974649
AH,794,ORY,1386,CZL,221,,0,736,1426.4840547426884
AH,794,ORY,1386,ORN,231,,0,736,1477.1152470347076
AH,794,ORY,1386,QSF,6492,,0,736,1415.446362464291
AH,794,ORY,1386,TLM,230,,0,738,1556.2107676916291
AH,794,OUA,246,ALG,210,,0,736,2747.1522102345525
AH,794,PEK,3364,ALG,210,,0,330,9104.07413172998
AH,794,PMI,3998,ALG,210,,0,738,320.8141530321595
AH,794,QSF,6492,ALG,210,,0,ATR 738,197.10491551899383
AH,794,QSF,6492,LYS,1335,,0,738,1061.823855764076
AH,794,QSF,6492,MRS,1353,,0,738,807.4532111421314
AH,794,QSF,6492,ORY,1386,,0,738,1415.446362464291
AH,794,SVO,2985,ALG,210,,0,736,3332.1095203603377
AH,794,TEE,222,ALG,210,,0,ATR,462.5690329182854
AH,794,TGR,240,ALG,210,,0,ATR,480.57041793702183
AH,794,TID,225,ALG,210,,0,ATR,217.63374362219608
AH,794,TIP,1157,ALG,210,,0,736,1012.8364291977203
AH,794,TLM,230,ALG,210,,0,738 ATR,459.77166284004295
AH,794,TLM,230,LYS,1335,,0,738,1311.90351599573
AH,794,TLM,230,MRS,1353,,0,738,1097.909016304891
AH,794,TLM,230,ORY,1386,,0,738,1556.2107676916291
AH,794,TLS,1273,ALG,210,,0,736,787.3031805072734
AH,794,TLS,1273,ORN,231,,0,736,906.1464117761855
AH,794,TMR,216,ALG,210,,0,738,1558.2026498070197
AH,794,TMR,216,ELG,236,,0,ATR,900.3403062615942
AH,794,TMR,216,GHA,237,,0,ATR,1076.8230938857039
AH,794,TMR,216,INZ,239,,0,ATR,575.5843950694515
AH,794,TUN,287,ALG,210,,0,736,624.6599537487303
AH,794,VIE,1613,ALG,210,,0,736,1672.8017725137454
AH,794,YUL,146,ALG,210,,0,330,6275.402520043681
AI,218,ADD,1107,BOM,2997,Y,0,752,3834.6951670829644
AI,218,ADD,1107,DEL,3093,Y,0,763,4552.464741529395
AI,218,AGR,3079,BOM,2997,,0,CR7,1036.9096079990136
AI,218,AGR,3079,HJR,3012,,0,320,325.4244418970476
AI,218,AGX,3130,COK,3136,,0,ATR,468.03964406060095
AI,218,AJL,3039,CCU,3043,,0,319,446.2432222194503
AI,218,AJL,3039,IMF,3050,,0,319,164.9216596069444
AI,218,AMD,2994,BOM,2997,,0,321 320 77W,444.1601230984433
AI,218,AMD,2994,DEL,3093,,0,319 321,756.5200189888296
AI,218,AMD,2994,HYD,\N,,0,320,
AI,218,AMD,2994,KWI,2176,,0,320,2549.545858559267
AI,218,ATQ,3081,DEL,3093,,0,321 788 320,413.86881806814756
AI,218,AUH,2179,BOM,2997,,0,319,1970.8835871464373
AI,218,AUH,2179,DEL,3093,,0,319,2277.3852272852205
AI,218,BAH,2057,AUH,2179,,0,319,452.4397768679105
AI,218,BBI,3042,BOM,2997,,0,319,1361.6839358841055
AI,218,BBI,3042,DEL,3093,,0,319 320,1277.712348692834
AI,218,BBI,3042,IXZ,3146,,0,CR7,1208.2823361529809
AI,218,BDQ,3001,DEL,3093,,0,320,794.4749998322462
AI,218,BHO,3002,BOM,2997,,0,319,657.6914732030866
AI,218,BHO,3002,DEL,3093,,0,321,587.464852533456
AI,218,BHX,469,DEL,3093,,0,788,6798.842084531251
AI,218,BKK,3885,BOM,2997,,0,321,3030.5837101258453
AI,218,BKK,3885,DEL,3093,,0,321,2948.4659193660414
AI,218,BKK,3885,SIN,3316,Y,0,772,1416.9035648215133
AI,218,BLR,3131,BOM,2997,,0,319,834.1626560161058
AI,218,BLR,3131,CCU,3043,,0,319,1546.8398946011116
AI,218,BLR,3131,COK,3136,,0,ATR,367.2607215600687
AI,218,BLR,3131,DEL,3093,,0,320 788,1710.0490531083103
AI,218,BLR,3131,FRA,340,Y,0,74H,7401.63953543755
AI,218,BLR,3131,GOI,3007,,0,319,482.93490601884986
AI,218,BLR,3131,HYD,\N,,0,319,
AI,218,BLR,3131,IXE,3143,,0,ATR,306.15376316157744
AI,218,BLR,3131,MAA,3144,,0,320,267.7506370877285
AI,218,BLR,3131,TRV,3153,,0,320,531.34960763269
AI,218,BOM,2997,ADD,1107,Y,0,763,3834.6951670829644
AI,218,BOM,2997,AGR,3079,,0,CR7,1036.9096079990136
AI,218,BOM,2997,AMD,2994,,0,321 320 77W,444.1601230984433
AI,218,BOM,2997,AUH,2179,,0,319,1970.8835871464373
AI,218,BOM,2997,BBI,3042,,0,319,1361.6839358841055
AI,218,BOM,2997,BHO,3002,,0,321,657.6914732030866
AI,218,BOM,2997,BKK,3885,,0,321,3030.5837101258453
AI,218,BOM,2997,BLR,3131,,0,319,834.1626560161058
AI,218,BOM,2997,CAI,1128,Y,0,738,4341.423316784899
AI,218,BOM,2997,CCU,3043,,0,320 319,1665.4900710722989
AI,218,BOM,2997,CJB,3135,,0,321,1001.787942157844
AI,218,BOM,2997,CMB,3024,Y,0,320,1525.7845631149792
AI,218,BOM,2997,COK,3136,,0,319,1063.8121532621853
AI,218,BOM,2997,DEL,3093,,0,321 319 77W 788,1138.2301214058295
AI,218,BOM,2997,DXB,2188,,0,321,1926.1622120257412
AI,218,BOM,2997,EWR,3494,,0,77W,12545.829199125454
AI,218,BOM,2997,FRA,340,Y,0,744,6568.891034082123
AI,218,BOM,2997,GOI,3007,,0,321,424.802054857901
AI,218,BOM,2997,GWL,3094,,0,CR7,971.3363169370907
AI,218,BOM,2997,HYD,\N,,0,319 744,
AI,218,BOM,2997,IDR,3008,,0,320,505.95321844078507
AI,218,BOM,2997,IST,1701,Y,0,330,4819.9489978830525
AI,218,BOM,2997,IXD,3080,,0,CR7,1153.1044024322273
AI,218,BOM,2997,IXE,3143,,0,321,714.7521790279811
AI,218,BOM,2997,IXU,2996,,0,319,278.85660960970205
AI,218,BOM,2997,JAI,3098,,0,319,911.3284918417359
AI,218,BOM,2997,JDH,3097,,0,319,796.6387436087489
AI,218,BOM,2997,JED,2072,,0,77W,3518.844257520025
AI,218,BOM,2997,JGA,3010,,0,319,478.60911975210274
AI,218,BOM,2997,JNB,813,Y,0,332,6963.998618341468
AI,218,BOM,2997,LHR,507,,0,788,7213.041153604435
AI,218,BOM,2997,LKO,3105,,0,320,1183.5833176033404
AI,218,BOM,2997,MAA,3144,,0,319 332,1033.4048097267857
AI,218,BOM,2997,MCT,2194,,0,320,1590.2509216422507
AI,218,BOM,2997,MRU,893,Y,0,332,4695.333406358662
AI,218,BOM,2997,MUC,346,Y,0,333,6312.17277938863
AI,218,BOM,2997,NAG,3015,,0,319,682.5927828012436
AI,218,BOM,2997,RAJ,3019,,0,319,418.81757167174095
AI,218,BOM,2997,RPR,3020,,0,319,954.7003987489097
AI,218,BOM,2997,RUH,2082,,0,77W,2770.378693982048
AI,218,BOM,2997,TRV,3153,,0,319,1257.706900354746
AI,218,BOM,2997,UDR,3023,,0,319,623.8771595835789
AI,218,BOM,2997,VNS,3084,,0,319,1247.2850207474303
AI,218,BOM,2997,ZRH,1678,Y,0,333,6539.648655789636
AI,218,CAI,1128,BOM,2997,Y,0,738,4341.423316784899
AI,218,CCJ,3137,CJB,3135,,0,321,119.32730925347398
AI,218,CCJ,3137,COK,3136,,0,744,119.88820649845869
AI,218,CCJ,3137,DXB,2188,,0,321,2675.4506075292297
AI,218,CCJ,3137,JED,2072,,0,744,4084.390095057398
AI,218,CCJ,3137,RUH,2082,,0,77W,3441.9659345561154
AI,218,CCJ,3137,SHJ,2191,,0,321,2666.987696774637
AI,218,CCU,3043,AJL,3039,,0,319,446.2432222194503
AI,218,CCU,3043,BLR,3131,,0,319,1546.8398946011116
AI,218,CCU,3043,BOM,2997,,0,319,1665.4900710722989
AI,218,CCU,3043,DAC,3076,,0,319,239.16604798226234
AI,218,CCU,3043,DEL,3093,,0,321 788,1312.6803602344014
AI,218,CCU,3043,DIB,3057,,0,320,851.9079846425436
AI,218,CCU,3043,DMU,6174,,0,319,648.130911851633
AI,218,CCU,3043,GAU,6173,,0,319 320,498.31197722930744
AI,218,CCU,3043,HYD,\N,,0,319,
AI,218,CCU,3043,IMF,3050,,0,319,602.1562315925245
AI,218,CCU,3043,IXA,3038,,0,319,316.5543967734832
AI,218,CCU,3043,IXB,3040,,0,319 320,447.8853638170243
AI,218,CCU,3043,IXS,3055,,0,ATR 319 320,525.0123447490065
AI,218,CCU,3043,IXZ,3146,,0,319,1306.1476031806908
AI,218,CCU,3043,KTM,3125,,0,319,640.8935493336586
AI,218,CCU,3043,MAA,3144,,0,320,1385.705325560855
AI,218,CCU,3043,RGN,3239,,0,320,1026.8424014826758
AI,218,CCU,3043,SHL,6172,,0,ATR,493.2024708214002
AI,218,CCU,3043,SIN,3316,Y,0,333,2903.9661160164665
AI,218,CDG,1382,DEL,3093,,0,788,6565.372549238494
AI,218,CJB,3135,BOM,2997,,0,321,1001.787942157844
AI,218,CJB,3135,CCJ,3137,,0,321,119.32730925347398
AI,218,CMB,3024,BOM,2997,Y,0,320,1525.7845631149792
AI,218,CMB,3024,DEL,3093,Y,0,320,2395.8519584544188
AI,218,CMB,3024,MAA,3144,,0,321,646.7120445221536
AI,218,COK,3136,AGX,3130,,0,ATR,468.03964406060095
AI,218,COK,3136,BLR,3131,,0,ATR,367.2607215600687
AI,218,COK,3136,BOM,2997,,0,319,1063.8121532621853
AI,218,COK,3136,CCJ,3137,,0,744,119.88820649845869
AI,218,COK,3136,DEL,3093,,0,321 320,2048.9042976111245
AI,218,COK,3136,MAA,3144,,0,319,517.66186834185
AI,218,COK,3136,SHJ,2191,,0,320,2774.4263642210262
AI,218,COK,3136,TRV,3153,,0,321,194.19262805399237
AI,218,DAC,3076,CCU,3043,,0,319,239.16604798226234
AI,218,DAC,3076,DEL,3093,,0,320,1425.4097017386787
AI,218,DED,3092,DEL,3093,,0,CR7 ATR,208.49425461229592
AI,218,DED,3092,LKO,3105,,0,CR7,464.17418478006545
AI,218,DEL,3093,ADD,1107,Y,0,763,4552.464741529395
AI,218,DEL,3093,AMD,2994,,0,319 321,756.5200189888296
AI,218,DEL,3093,ATQ,3081,,0,788 321 320,413.86881806814756
AI,218,DEL,3093,BAH,2057,,0,319,2619.7842235483763
AI,218,DEL,3093,BBI,3042,,0,CR7 319 320,1277.712348692834
AI,218,DEL,3093,BDQ,3001,,0,320,794.4749998322462
AI,218,DEL,3093,BHO,3002,,0,319,587.464852533456
AI,218,DEL,3093,BHX,469,,0,788,6798.842084531251
AI,218,DEL,3093,BKK,3885,,0,321,2948.4659193660414
AI,218,DEL,3093,BLR,3131,,0,788 320,1710.0490531083103
AI,218,DEL,3093,BOM,2997,,0,788 321 77W 319,1138.2301214058295
